# 0:r (cm)
#                      1:eta nue number (1/(s cm^3))
#                      2:eta nua number (1/(s cm^3))
#                      3:eta nux number (1/(s cm^3))
#                      4:eta nue energy (MeV/(s cm^3))
#                      5:eta nua energy (MeV/(s cm^3))
#                      6:eta nux energy (MeV/(s cm^3))
5.470000000000000000e+05 1.995608629957829744e+45 9.453146977802819534e+33 0.000000000000000000e+00 4.306383180426931055e+47 5.690794481126861685e+35 0.000000000000000000e+00
7.023000000000000000e+05 1.615952548010893834e+45 1.629713990311566293e+34 0.000000000000000000e+00 3.344983630981724070e+47 9.704946813857874922e+35 0.000000000000000000e+00
8.158000000000000000e+05 1.377164603420127012e+45 3.102363889667463769e+34 0.000000000000000000e+00 2.741666446791597245e+47 1.839701787154202293e+36 0.000000000000000000e+00
9.073000000000000000e+05 1.169581394480988324e+45 5.874125068442377399e+34 0.000000000000000000e+00 2.236919951655492882e+47 3.468670855077856641e+36 0.000000000000000000e+00
9.850000000000000000e+05 3.267763914326139153e+44 6.084880354712223918e+35 0.000000000000000000e+00 6.008048200442449382e+46 4.009936187550966973e+37 0.000000000000000000e+00
1.056000000000000000e+06 1.900495671022434900e+45 5.413483794607340717e+38 0.000000000000000000e+00 3.379349291171716606e+47 4.658305831559923405e+40 0.000000000000000000e+00
1.140000000000000000e+06 2.400316557071432896e+45 1.483831487078486016e+42 0.000000000000000000e+00 4.425373574826873740e+47 2.073897956790750716e+44 0.000000000000000000e+00
1.255000000000000000e+06 1.378241517565473065e+45 4.130651280610130827e+43 0.000000000000000000e+00 2.773155794303474769e+47 7.478201311832332757e+45 0.000000000000000000e+00
1.392000000000000000e+06 6.899508914729383063e+44 7.504250913243686106e+43 0.000000000000000000e+00 1.378027474516795404e+47 1.393934065564835306e+46 0.000000000000000000e+00
1.526000000000000000e+06 2.919379029527236833e+44 4.873488219553439337e+43 0.000000000000000000e+00 5.310793506506749170e+46 8.241971558849542665e+45 0.000000000000000000e+00
1.640000000000000000e+06 1.060038260141189314e+44 1.661882895930267261e+43 0.000000000000000000e+00 1.662429158156278679e+46 2.378007662207853339e+45 0.000000000000000000e+00
1.738000000000000000e+06 4.064551480524928494e+43 4.409538888436224442e+42 0.000000000000000000e+00 5.485844420394675434e+45 5.278274502057295066e+44 0.000000000000000000e+00
1.825000000000000000e+06 1.779592197186513704e+43 1.313208999879421942e+42 0.000000000000000000e+00 2.116687909498006158e+45 1.349448619294602924e+44 0.000000000000000000e+00
1.903000000000000000e+06 7.944452195035148462e+42 4.456364766248650029e+41 0.000000000000000000e+00 8.417990153628168515e+44 3.994651148289796294e+43 0.000000000000000000e+00
1.969000000000000000e+06 3.327625222083423619e+42 1.431197529080966223e+41 0.000000000000000000e+00 3.128914543999726270e+44 1.111684198345437871e+43 0.000000000000000000e+00
